,VehicleID,Travel_Time,Startpoint,Endpoint
2762,Truck37217,429,SourceSink11303,12757
2763,Truck37964,306,SourceSink12541,12657
2764,Truck38418,231,SourceSink11303,12625
2765,Truck38963,137,SourceSink12630,12542
2766,Truck36653,528,SourceSink12756,12800
2767,Truck36988,472,SourceSink13011,12542
2768,Truck37401,403,SourceSink12871,12542
2769,Truck38733,178,SourceSink11303,12624
2770,Truck38829,163,SourceSink12630,12750
2771,Truck38936,144,SourceSink13034,13011
2772,Truck39715,14,SourceSink13033,13022
2773,Truck37067,458,SourceSink13033,12542
2774,Truck37371,409,SourceSink12750,11303
2775,Truck38588,202,SourceSink12799,12749
2776,Truck38929,146,SourceSink13040,13011
2777,Truck39762,6,SourceSink10000,11303
2778,Truck35169,777,SourceSink12799,13011
2779,Truck37364,411,SourceSink12750,10000
2780,Truck38708,184,SourceSink12625,12756
2781,Truck39129,111,SourceSink12625,12749
2782,Truck35897,656,SourceSink12254,11302
2783,Truck36337,582,SourceSink13012,12630
2784,Truck37184,440,SourceSink13034,12254
2785,Truck37303,421,SourceSink10000,13033
2786,Truck37330,417,SourceSink13022,10000
2787,Truck38179,274,SourceSink12629,12354
2788,Truck38482,223,SourceSink12254,12629
2789,Truck38739,180,SourceSink12656,12355
2790,Truck39713,17,SourceSink13012,13023
2791,Truck39779,6,SourceSink13034,13040
2792,Truck36776,511,SourceSink12624,13040
2793,Truck37101,455,SourceSink12354,13022
2794,Truck37179,441,SourceSink12541,12757
2795,Truck37331,418,SourceSink13040,12355
2796,Truck38953,144,SourceSink10000,12542
2797,Truck39358,75,SourceSink13034,12871
2798,Truck39605,37,SourceSink12657,12656
2799,Truck39314,82,SourceSink13022,12253
2800,Truck39688,23,SourceSink12799,12757
2801,Truck39724,17,SourceSink13012,13023
2802,Truck36688,527,SourceSink12253,12354
2803,Truck37352,416,SourceSink12355,13034
2804,Truck38228,270,SourceSink12800,12253
2805,Truck38863,163,SourceSink12749,12750
2806,Truck39039,132,SourceSink13023,13011
2807,Truck39056,127,SourceSink12871,12253
2808,Truck39058,126,SourceSink12542,12656
2809,Truck39796,6,SourceSink13034,13040
2810,Truck35515,726,SourceSink13033,12756
2811,Truck36935,487,SourceSink12253,11303
2812,Truck36996,477,SourceSink13040,12354
2813,Truck38331,253,SourceSink12254,12656
2814,Truck38492,226,SourceSink12254,12800
2815,Truck38555,213,SourceSink12355,12657
2816,Truck39706,22,SourceSink13040,13033
2817,Truck35508,728,SourceSink13023,12750
2818,Truck35520,726,SourceSink12756,13033
2819,Truck36500,561,SourceSink12624,12253
2820,Truck38028,306,SourceSink12657,12541
2821,Truck38462,231,SourceSink12625,11303
2822,Truck35444,739,SourceSink13012,12757
2823,Truck36124,625,SourceSink12657,13034
2824,Truck37006,476,SourceSink12542,13040
2825,Truck37247,435,SourceSink11303,13034
2826,Truck38499,226,SourceSink12254,12800
2827,Truck39342,81,SourceSink12253,13012
2828,Truck39390,75,SourceSink13034,12871
2829,Truck36590,550,SourceSink13023,12629
2830,Truck36612,546,SourceSink13033,12629
2831,Truck39406,73,SourceSink13011,12871
2832,Truck35452,740,SourceSink13034,12750
2833,Truck36617,546,SourceSink13033,12625
2834,Truck37363,420,SourceSink12254,13022
2835,Truck38533,221,SourceSink12354,12624
2836,Truck39026,139,SourceSink12757,12657
2837,Truck39391,76,SourceSink12253,13023
2838,Truck35837,676,SourceSink11302,12541
2839,Truck36029,644,SourceSink12253,12656
2840,Truck38107,295,SourceSink12624,12800
2841,Truck39144,116,SourceSink11303,12541
2842,Truck35441,744,SourceSink13040,12756
2843,Truck36410,580,SourceSink12656,13023
2844,Truck36655,541,SourceSink13012,12629
2845,Truck37395,417,SourceSink13022,10000
2846,Truck37862,340,SourceSink10000,12749
2847,Truck38001,315,SourceSink12630,12354
2848,Truck38805,180,SourceSink12624,10000
2849,Truck39071,132,SourceSink13011,13023
2850,Truck35915,664,SourceSink11302,11303
2851,Truck36369,587,SourceSink13033,12630
2852,Truck38189,284,SourceSink12541,12630
2853,Truck39010,144,SourceSink10000,12542
2854,Truck39055,135,SourceSink12542,12254
2855,Truck39415,76,SourceSink13023,12253
2856,Truck39422,75,SourceSink13034,12871
2857,Truck39662,37,SourceSink12656,12657
2858,Truck35153,792,SourceSink12750,12253
2859,Truck35487,738,SourceSink13011,12750
2860,Truck36732,529,SourceSink11302,12542
2861,Truck36955,492,SourceSink12253,12254
2862,Truck38457,239,SourceSink12757,11302
2863,Truck39023,144,SourceSink13034,13011
2864,Truck35244,779,SourceSink12799,13034
2865,Truck35377,758,SourceSink13012,12799
2866,Truck36413,583,SourceSink13022,12630
2867,Truck36871,509,SourceSink13034,12624
2868,Truck37285,437,SourceSink11303,13040
2869,Truck38279,272,SourceSink12630,11303
2870,Truck39864,4,SourceSink12625,12629
2871,Truck35612,721,SourceSink13012,12756
2872,Truck37393,421,SourceSink12750,12541
2873,Truck39561,56,SourceSink13034,12253
2874,Truck35617,721,SourceSink12756,13012
2875,Truck36548,564,SourceSink12624,11302
2876,Truck37448,412,SourceSink12656,12870
2877,Truck38357,260,SourceSink12800,12542
2878,Truck38524,231,SourceSink12870,13012
2879,Truck39373,86,SourceSink10000,12355
2880,Truck39725,30,SourceSink13022,13034
2881,Truck39766,23,SourceSink12799,12757
2882,Truck37191,454,SourceSink12354,13012
2883,Truck37426,418,SourceSink13040,12355
2884,Truck37749,366,SourceSink10000,12871
2885,Truck38784,190,SourceSink12541,12624
2886,Truck39448,76,SourceSink12253,13023
2887,Truck39767,24,SourceSink13034,13023
2888,Truck37169,459,SourceSink13033,12354
2889,Truck37286,441,SourceSink12541,12757
2890,Truck38709,202,SourceSink12630,12799
2891,Truck39470,75,SourceSink13034,12871
2892,Truck39665,43,SourceSink12624,12542
2893,Truck36316,605,SourceSink13040,12630
2894,Truck36326,603,SourceSink13034,12630
2895,Truck37365,431,SourceSink12757,10000
2896,Truck39615,54,SourceSink13012,12871
2897,Truck34970,831,SourceSink12253,12799
2898,Truck35890,677,SourceSink12253,12657
2899,Truck37441,418,SourceSink12355,13040
2900,Truck38178,294,SourceSink12542,12870
2901,Truck38601,221,SourceSink12799,12625
2902,Truck39096,137,SourceSink12630,12542
2903,Truck39793,23,SourceSink12799,12757
2904,Truck35962,667,SourceSink13011,12749
2905,Truck37030,487,SourceSink12253,11303
2906,Truck37422,423,SourceSink12541,12756
2907,Truck39150,127,SourceSink12253,12871
2908,Truck36400,594,SourceSink13040,12656
2909,Truck36606,562,SourceSink12625,13034
2910,Truck37094,477,SourceSink12354,13040
2911,Truck37382,431,SourceSink10000,12757
2912,Truck38884,178,SourceSink11303,12624
2913,Truck39201,118,SourceSink12541,10000
2914,Truck39547,67,SourceSink12625,12657
2915,Truck35226,792,SourceSink12253,12750
2916,Truck35387,767,SourceSink13023,12799
2917,Truck35917,676,SourceSink12541,11302
2918,Truck36293,613,SourceSink13023,12657
2919,Truck38607,223,SourceSink10000,12800
2920,Truck38862,183,SourceSink12630,12757
2921,Truck39263,109,SourceSink12541,12800
2922,Truck39461,82,SourceSink13022,12253
2923,Truck39679,45,SourceSink12629,12630
2924,Truck35319,779,SourceSink13034,12799
2925,Truck35673,719,SourceSink13012,12750
2926,Truck37115,476,SourceSink13040,12542
2927,Truck37707,381,SourceSink12354,12749
2928,Truck38539,236,SourceSink12870,13033
2929,Truck38565,231,SourceSink11303,12629
2930,Truck39088,143,SourceSink12870,12541
2931,Truck39228,116,SourceSink11303,12541
2932,Truck39778,30,SourceSink13022,13034
2933,Truck39874,14,SourceSink13022,13033
2934,Truck37360,437,SourceSink11302,12629
2935,Truck37573,404,SourceSink12354,12871
2936,Truck38154,304,SourceSink12870,12253
2937,Truck39928,6,SourceSink13034,13040
2938,Truck35316,781,SourceSink11302,12800
2939,Truck35994,667,SourceSink13011,12749
2940,Truck38167,302,SourceSink12541,13012
2941,Truck38211,295,SourceSink12354,12870
2942,Truck38339,274,SourceSink12750,12542
2943,Truck38433,258,SourceSink11302,12799
2944,Truck39644,55,SourceSink13022,12871
2945,Truck39780,32,SourceSink13040,13022
2946,Truck36720,546,SourceSink12629,13033
2947,Truck37292,450,SourceSink10000,12799
2948,Truck37357,440,SourceSink12799,12254
2949,Truck37906,350,SourceSink12749,12541
2950,Truck38014,330,SourceSink12355,12756
2951,Truck38219,295,SourceSink12624,12800
2952,Truck38424,261,SourceSink11302,12756
2953,Truck38537,240,SourceSink13023,12870
2954,Truck38840,191,SourceSink12630,12355
2955,Truck38897,180,SourceSink10000,12624
2956,Truck36727,546,SourceSink12625,13033
2957,Truck37491,419,SourceSink13012,12254
2958,Truck37612,401,SourceSink12750,12254
2959,Truck38223,295,SourceSink12354,12870
2960,Truck38473,252,SourceSink12541,12871
2961,Truck38785,202,SourceSink12757,12629
2962,Truck39524,77,SourceSink12355,12254
2963,Truck39826,26,SourceSink13040,13023
2964,Truck39845,22,SourceSink13033,13040
2965,Truck35457,760,SourceSink12757,13034
2966,Truck36251,627,SourceSink13040,12657
2967,Truck37974,337,SourceSink12657,12354
2968,Truck39544,75,SourceSink12871,13034
2969,Truck36352,609,SourceSink12657,13033
2970,Truck37190,468,SourceSink12253,12355
2971,Truck37369,442,SourceSink13040,12254
2972,Truck38437,261,SourceSink11302,12756
2973,Truck38485,253,SourceSink12656,12254
2974,Truck38665,221,SourceSink11303,12800
2975,Truck39122,143,SourceSink12870,12541
2976,Truck39705,48,SourceSink12657,12749
2977,Truck39803,32,SourceSink13022,13040
2978,Truck39817,29,SourceSink13012,13034
2979,Truck35674,726,SourceSink13033,12756
2980,Truck36011,669,SourceSink12871,12750
2981,Truck36657,562,SourceSink13034,12629
2982,Truck38043,328,SourceSink12355,12750
2983,Truck38144,311,SourceSink13023,12541
2984,Truck35585,744,SourceSink13040,12756
2985,Truck35793,707,SourceSink12354,11302
2986,Truck37160,476,SourceSink13040,12542
2987,Truck38679,221,SourceSink11303,12800
2988,Truck39550,76,SourceSink12254,12355
2989,Truck39212,128,SourceSink13033,13011
2990,Truck37416,437,SourceSink11303,13040
2991,Truck37503,423,SourceSink11303,13023
2992,Truck37546,418,SourceSink13040,12355
2993,Truck38148,313,SourceSink12542,12799
2994,Truck38445,264,SourceSink12254,12630
2995,Truck39255,121,SourceSink12254,12541
2996,Truck35304,792,SourceSink12253,12750
2997,Truck36417,604,SourceSink13012,12657
2998,Truck36425,603,SourceSink13034,12630
2999,Truck36801,541,SourceSink13012,12629
3000,Truck37532,421,SourceSink12757,12254
3001,Truck38602,236,SourceSink12870,13033
3002,Truck35813,707,SourceSink12354,11302
3003,Truck36665,564,SourceSink11302,12624
3004,Truck38498,257,SourceSink12355,12749
3005,Truck38958,178,SourceSink12624,11303
3006,Truck39210,131,SourceSink12625,12624
3007,Truck39574,76,SourceSink12254,12355
3008,Truck35724,724,SourceSink13033,12750
3009,Truck37338,452,SourceSink12354,12750
3010,Truck37704,395,SourceSink13012,12355
3011,Truck35593,748,SourceSink12757,13023
3012,Truck36675,564,SourceSink12625,13040
3013,Truck36692,562,SourceSink13034,12629
3014,Truck37108,491,SourceSink12871,12629
3015,Truck38201,309,SourceSink12750,12624
3016,Truck38774,213,SourceSink12355,12657
3017,Truck35397,781,SourceSink11302,12800
3018,Truck36053,671,SourceSink13040,12749
3019,Truck36183,648,SourceSink13012,12749
3020,Truck36537,590,SourceSink13011,12656
3021,Truck37581,417,SourceSink13022,10000
3022,Truck37595,415,SourceSink13022,11303
3023,Truck38037,338,SourceSink11303,12749
3024,Truck38426,273,SourceSink12541,12656
3025,Truck38949,183,SourceSink12630,12757
3026,Truck40006,6,SourceSink13040,13034
3027,Truck35766,721,SourceSink13012,12756
3028,Truck36828,542,SourceSink13022,12629
3029,Truck36386,614,SourceSink12253,12625
3030,Truck36710,562,SourceSink13034,12629
3031,Truck37112,493,SourceSink12624,13033
3032,Truck37578,419,SourceSink12254,13012
3033,Truck38886,197,SourceSink13012,12800
3034,Truck39883,29,SourceSink13034,13012
3035,Truck35344,792,SourceSink12253,12750
3036,Truck36032,677,SourceSink12657,12253
3037,Truck36928,526,SourceSink12253,12542
3038,Truck37452,439,SourceSink13040,10000
3039,Truck38254,304,SourceSink12354,12656
3040,Truck36402,614,SourceSink12629,12253
3041,Truck36463,605,SourceSink13022,12657
3042,Truck37638,411,SourceSink10000,12750
3043,Truck37663,407,SourceSink12656,11302
3044,Truck38002,348,SourceSink12757,12355
3045,Truck38984,180,SourceSink12355,12656
3046,Truck39962,18,SourceSink13022,13023
3047,Truck36407,614,SourceSink12253,12625
3048,Truck37454,440,SourceSink12254,12799
3049,Truck37598,419,SourceSink12254,13012
3050,Truck37746,395,SourceSink13012,12355
3051,Truck38550,254,SourceSink13040,12870
3052,Truck39086,163,SourceSink12749,12750
3053,Truck39286,127,SourceSink12253,12871
3054,Truck39955,20,SourceSink13034,13033
3055,Truck35576,758,SourceSink13012,12799
3056,Truck36449,609,SourceSink13033,12657
3057,Truck36555,594,SourceSink13040,12656
3058,Truck37622,416,SourceSink10000,13012
3059,Truck37676,407,SourceSink11302,12656
3060,Truck37786,389,SourceSink12630,12800
3061,Truck39403,111,SourceSink12625,12749
3062,Truck38023,348,SourceSink12624,12799
3063,Truck38552,255,SourceSink11303,12870
3064,Truck39412,111,SourceSink12629,12749
3065,Truck39896,32,SourceSink13040,13022
3066,Truck36347,627,SourceSink12657,13040
3067,Truck37126,497,SourceSink13023,12624
3068,Truck37514,435,SourceSink11303,13034
3069,Truck38455,274,SourceSink12629,12354
3070,Truck36127,666,SourceSink11302,10000
3071,Truck37281,473,SourceSink12354,13011
3072,Truck37772,395,SourceSink12355,13012
3073,Truck38411,284,SourceSink12541,12630
3074,Truck38558,257,SourceSink12749,12355
3075,Truck38674,238,SourceSink12749,12624
3076,Truck39098,165,SourceSink12756,12630
3077,Truck39248,137,SourceSink12542,12630
3078,Truck39288,131,SourceSink12629,12624
3079,Truck39991,17,SourceSink13012,13023
3080,Truck35373,794,SourceSink12253,12756
3081,Truck35711,738,SourceSink13011,12750
3082,Truck36969,527,SourceSink12253,12354
3083,Truck37189,487,SourceSink11303,12253
3084,Truck37413,453,SourceSink13012,12542
3085,Truck38184,323,SourceSink13034,12541
3086,Truck38675,239,SourceSink12757,11302
3087,Truck39537,96,SourceSink12542,12625
3088,Truck39623,82,SourceSink12253,13022
3089,Truck39761,58,SourceSink13040,12253
3090,Truck36641,583,SourceSink12630,13022
3091,Truck36644,583,SourceSink13022,12630
3092,Truck36813,554,SourceSink12871,12657
3093,Truck37734,403,SourceSink12871,12542
3094,Truck37933,367,SourceSink12355,12799
3095,Truck39337,126,SourceSink12542,12656
3096,Truck36086,676,SourceSink11302,12541
3097,Truck36209,655,SourceSink12253,12630
3098,Truck37283,476,SourceSink12542,13040
3099,Truck38545,261,SourceSink11302,12756
3100,Truck36254,649,SourceSink12749,13022
3101,Truck37294,475,SourceSink12354,13034
3102,Truck37658,416,SourceSink10000,13012
3103,Truck40052,13,SourceSink13012,13033
3104,Truck36538,604,SourceSink13012,12657
3105,Truck35406,794,SourceSink12756,12253
3106,Truck37432,454,SourceSink12354,12756
3107,Truck37583,431,SourceSink10000,12757
3108,Truck37914,375,SourceSink12253,12541
3109,Truck37737,407,SourceSink11302,12656
3110,Truck38992,191,SourceSink12355,12630
3111,Truck39338,131,SourceSink12625,12624
3112,Truck39993,24,SourceSink13023,13034
3113,Truck40040,18,SourceSink13022,13023
3114,Truck37724,411,SourceSink12756,11303
3115,Truck38231,323,SourceSink13034,12541
3116,Truck38338,304,SourceSink12656,12354
3117,Truck38399,294,SourceSink12542,12870
3118,Truck35301,815,SourceSink12870,11302
3119,Truck36809,562,SourceSink12625,13034
3120,Truck37694,417,SourceSink13022,10000
3121,Truck38124,340,SourceSink12749,10000
3122,Truck38723,239,SourceSink11302,12757
3123,Truck39038,186,SourceSink12542,12354
3124,Truck37611,431,SourceSink10000,12757
3125,Truck38756,236,SourceSink13033,12870
3126,Truck39510,109,SourceSink12541,12800
3127,Truck39825,56,SourceSink13034,12253
3128,Truck39973,31,SourceSink13012,13040
3129,Truck36686,583,SourceSink11302,12355
3130,Truck37577,437,SourceSink11303,13040
3131,Truck37829,395,SourceSink12355,13012
3132,Truck37905,382,SourceSink12625,12870
3133,Truck38781,233,SourceSink10000,12625
3134,Truck38974,198,SourceSink13022,12800
3135,Truck37252,489,SourceSink13022,12624
3136,Truck38242,325,SourceSink13040,12541
3137,Truck38590,263,SourceSink10000,12656
3138,Truck38720,243,SourceSink12629,12541
3139,Truck39667,84,SourceSink11303,12355
3140,Truck35771,740,SourceSink13022,12757
3141,Truck36834,562,SourceSink12629,13034
3142,Truck37977,369,SourceSink12871,12254
3143,Truck38995,197,SourceSink13012,12800
3144,Truck39215,155,SourceSink12542,12541
3145,Truck35782,739,SourceSink13012,12757
3146,Truck35961,708,SourceSink12871,12799
3147,Truck36270,656,SourceSink11302,12254
3148,Truck36586,605,SourceSink12657,13022
3149,Truck37999,367,SourceSink12355,12799
3150,Truck38225,329,SourceSink12624,12757
3151,Truck38332,311,SourceSink12541,13023
3152,Truck39388,131,SourceSink12629,12624
3153,Truck35783,740,SourceSink13034,12750
3154,Truck37455,459,SourceSink12354,13033
3155,Truck37587,440,SourceSink12799,12254
3156,Truck38637,259,SourceSink11302,12750
3157,Truck39702,81,SourceSink12253,13012
3158,Truck36192,671,SourceSink12749,13040
3159,Truck36300,653,SourceSink13033,12749
3160,Truck37729,418,SourceSink11302,12749
3161,Truck38439,295,SourceSink12870,12354
3162,Truck40089,20,SourceSink13033,13034
3163,Truck40129,12,SourceSink12254,11303
3164,Truck35240,831,SourceSink12253,12799
3165,Truck36636,599,SourceSink12799,12870
3166,Truck37276,491,SourceSink12871,12625
3167,Truck37392,472,SourceSink12542,13011
3168,Truck39442,126,SourceSink12542,12656
3169,Truck39460,124,SourceSink13011,13022
3170,Truck39873,55,SourceSink12871,13022
3171,Truck40056,26,SourceSink13040,13023
3172,Truck35578,779,SourceSink13034,12799
3173,Truck36470,627,SourceSink13040,12657
3174,Truck37467,460,SourceSink12541,12799
3175,Truck37477,459,SourceSink13033,12354
3176,Truck38910,218,SourceSink12800,13034
3177,Truck38933,213,SourceSink12355,12657
3178,Truck38286,325,SourceSink13040,12541
3179,Truck38293,323,SourceSink13034,12541
3180,Truck39270,152,SourceSink12750,12656
3181,Truck39940,45,SourceSink12799,12756
3182,Truck40046,29,SourceSink13012,13034
3183,Truck36624,605,SourceSink13022,12657
3184,Truck37399,474,SourceSink12542,13034
3185,Truck38369,311,SourceSink12624,12756
3186,Truck38395,307,SourceSink13033,12541
3187,Truck39128,180,SourceSink12624,10000
3188,Truck39322,147,SourceSink12800,12871
3189,Truck40098,22,SourceSink13040,13033
3190,Truck36580,613,SourceSink12657,13023
3191,Truck36877,564,SourceSink13040,12625
3192,Truck37081,527,SourceSink12354,12253
3193,Truck37171,511,SourceSink13040,12624
3194,Truck38802,240,SourceSink12870,13023
3195,Truck39177,170,SourceSink12254,12624
3196,Truck39216,163,SourceSink12749,12750
3197,Truck36645,603,SourceSink13034,12630
3198,Truck37000,542,SourceSink13022,12625
3199,Truck37551,453,SourceSink13012,12542
3200,Truck38206,340,SourceSink12749,10000
3201,Truck38371,313,SourceSink12799,12542
3202,Truck39021,202,SourceSink12800,12355
3203,Truck39363,143,SourceSink12870,12541
3204,Truck39567,111,SourceSink12749,12625
3205,Truck37301,493,SourceSink12624,13033
3206,Truck39965,45,SourceSink12799,12756
3207,Truck36942,554,SourceSink12871,12657
3208,Truck40133,20,SourceSink13033,13034
3209,Truck36543,623,SourceSink12657,13011
3210,Truck36906,562,SourceSink13034,12629
3211,Truck37511,462,SourceSink13023,12542
3212,Truck37779,419,SourceSink13033,11303
3213,Truck37807,413,SourceSink10000,12756
3214,Truck37878,400,SourceSink12355,13033
3215,Truck39385,142,SourceSink11303,12542
3216,Truck40068,32,SourceSink13022,13040
3217,Truck40069,32,SourceSink13040,13022
3218,Truck40230,6,SourceSink13034,13040
3219,Truck36829,576,SourceSink13033,12656
3220,Truck37607,448,SourceSink11303,12799
3221,Truck39160,178,SourceSink12624,11303
3222,Truck39598,111,SourceSink12749,12629
3223,Truck35906,730,SourceSink13023,12756
3224,Truck37801,416,SourceSink10000,13012
3225,Truck39209,170,SourceSink12254,12624
3226,Truck36268,671,SourceSink13040,12749
3227,Truck38311,328,SourceSink12355,12750
3228,Truck38823,243,SourceSink12541,12625
3229,Truck40134,24,SourceSink13034,13023
3230,Truck40141,23,SourceSink12799,12757
3231,Truck40166,20,SourceSink13034,13033
3232,Truck35925,728,SourceSink12750,13023
3233,Truck37683,439,SourceSink13040,10000
3234,Truck38732,258,SourceSink11302,12799
3235,Truck38922,226,SourceSink12254,12800
3236,Truck39075,198,SourceSink13022,12800
3237,Truck39970,50,SourceSink11303,12354
3238,Truck40157,22,SourceSink13033,13040
3239,Truck37616,450,SourceSink10000,12799
3240,Truck37667,442,SourceSink13040,12254
3241,Truck37803,419,SourceSink12254,13012
3242,Truck38044,375,SourceSink12541,12253
3243,Truck38361,323,SourceSink13034,12541
3244,Truck38461,304,SourceSink12253,12870
3245,Truck38925,226,SourceSink12254,12800
3246,Truck39627,111,SourceSink12629,12749
3247,Truck36750,594,SourceSink13040,12656
3248,Truck37046,542,SourceSink12625,13022
3249,Truck37385,488,SourceSink13012,12624
3250,Truck37935,396,SourceSink13022,12355
3251,Truck38520,295,SourceSink12354,12870
3252,Truck39795,82,SourceSink13022,12253
3253,Truck40188,20,SourceSink13033,13034
3254,Truck40207,17,SourceSink13012,13023
3255,Truck36707,601,SourceSink12630,13011
3256,Truck37129,529,SourceSink12542,11302
3257,Truck37264,507,SourceSink12624,13011
3258,Truck37466,475,SourceSink13034,12354
3259,Truck37555,462,SourceSink12542,13023
3260,Truck39840,75,SourceSink13034,12871
3261,Truck37460,477,SourceSink13040,12354
3262,Truck37821,418,SourceSink11302,12749
3263,Truck37901,404,SourceSink12355,13023
3264,Truck36831,583,SourceSink11302,12355
3265,Truck37922,401,SourceSink12254,12750
3266,Truck38347,329,SourceSink12757,12624
3267,Truck35894,740,SourceSink13034,12750
3268,Truck36022,720,SourceSink13022,12750
3269,Truck37725,438,SourceSink13011,12254
3270,Truck38138,364,SourceSink12871,11303
3271,Truck38655,276,SourceSink12756,12542
3272,Truck38783,257,SourceSink12355,12749
3273,Truck38990,220,SourceSink13040,12800
3274,Truck39450,143,SourceSink12542,11303
3275,Truck39611,118,SourceSink12541,10000
3276,Truck39126,196,SourceSink12253,13011
3277,Truck39912,67,SourceSink12657,12629
3278,Truck35807,758,SourceSink12799,13012
3279,Truck35865,748,SourceSink13023,12757
3280,Truck37525,472,SourceSink13011,12542
3281,Truck38935,232,SourceSink13022,12870
3282,Truck39123,198,SourceSink13022,12800
3283,Truck39258,172,SourceSink12656,12757
3284,Truck40201,24,SourceSink13034,13023
3285,Truck36345,666,SourceSink10000,11302
3286,Truck37522,473,SourceSink12354,13011
3287,Truck37730,440,SourceSink12254,13034
3288,Truck38608,286,SourceSink12254,12657
3289,Truck39628,119,SourceSink12750,12657
3290,Truck35816,758,SourceSink13012,12799
3291,Truck36040,721,SourceSink12749,12253
3292,Truck37400,493,SourceSink12624,13033
3293,Truck37560,468,SourceSink12355,12253
3294,Truck38251,350,SourceSink12749,12541
3295,Truck40273,12,SourceSink12254,11303
3296,Truck35689,781,SourceSink13040,12799
3297,Truck37843,421,SourceSink10000,13033
3298,Truck39111,202,SourceSink12355,12800
3299,Truck39114,202,SourceSink12757,12629
3300,Truck39164,191,SourceSink12355,12630
3301,Truck40178,31,SourceSink13040,13012
3302,Truck35501,812,SourceSink12253,12757
3303,Truck37539,474,SourceSink13034,12542
3304,Truck37876,416,SourceSink10000,13012
3305,Truck37882,415,SourceSink11303,13022
3306,Truck37947,403,SourceSink12542,12871
3307,Truck36483,649,SourceSink12749,13022
3308,Truck38809,260,SourceSink12870,12254
3309,Truck39011,223,SourceSink12254,12629
3310,Truck39771,97,SourceSink12624,12355
3311,Truck39977,62,SourceSink12355,12542
3312,Truck37447,488,SourceSink12624,13012
3313,Truck37908,413,SourceSink10000,12756
3314,Truck39181,191,SourceSink12630,12355
3315,Truck39236,182,SourceSink12750,12629
3316,Truck39243,181,SourceSink12870,12871
3317,Truck39397,158,SourceSink12799,12657
3318,Truck39865,82,SourceSink13022,12253
3319,Truck40294,13,SourceSink13012,13033
3320,Truck35500,815,SourceSink11302,12870
3321,Truck37681,454,SourceSink12756,12354
3322,Truck37700,450,SourceSink10000,12799
3323,Truck37764,440,SourceSink12254,13034
3324,Truck39251,180,SourceSink10000,12624
3325,Truck39425,155,SourceSink12542,12541
3326,Truck40195,32,SourceSink13040,13022
3327,Truck35954,740,SourceSink13011,12756
3328,Truck36852,592,SourceSink12656,13034
3329,Truck37259,521,SourceSink12871,12656
3330,Truck37410,497,SourceSink12624,13023
3331,Truck37632,462,SourceSink12542,13023
3332,Truck37684,454,SourceSink12542,13022
3333,Truck38092,381,SourceSink12354,12749
3334,Truck38129,375,SourceSink12541,12253
3335,Truck39029,223,SourceSink10000,12800
3336,Truck39321,172,SourceSink12757,12656
3337,Truck39370,165,SourceSink12756,12749
3338,Truck39718,109,SourceSink12541,12800
3339,Truck35722,781,SourceSink12800,11302
3340,Truck38871,252,SourceSink12541,12871
3341,Truck36466,656,SourceSink11302,12254
3342,Truck36658,625,SourceSink13034,12657
3343,Truck37142,542,SourceSink13022,12629
3344,Truck40100,48,SourceSink12657,12749
3345,Truck36085,722,SourceSink13022,12756
3346,Truck37582,474,SourceSink13034,12542
3347,Truck37617,468,SourceSink12355,12253
3348,Truck37679,458,SourceSink12542,13033
3349,Truck37924,415,SourceSink13022,11303
3350,Truck37368,509,SourceSink13034,12624
3351,Truck38960,239,SourceSink12757,11302
3352,Truck39222,190,SourceSink12541,12624
3353,Truck37475,491,SourceSink12871,12629
3354,Truck37918,418,SourceSink11302,12630
3355,Truck38122,381,SourceSink12354,12749
3356,Truck38166,374,SourceSink11302,12657
3357,Truck38767,274,SourceSink10000,12630
3358,Truck39454,158,SourceSink12799,12657
3359,Truck37500,489,SourceSink12870,12749
3360,Truck37921,418,SourceSink11302,12749
3361,Truck37948,413,SourceSink12756,10000
3362,Truck38947,243,SourceSink12541,12625
3363,Truck40149,45,SourceSink12629,12630
3364,Truck40276,24,SourceSink12757,12750
3365,Truck38888,255,SourceSink11303,12870
3366,Truck38898,253,SourceSink12254,12656
3367,Truck39648,128,SourceSink12355,12354
3368,Truck37008,571,SourceSink13012,12656
3369,Truck37600,476,SourceSink12542,13040
3370,Truck38480,325,SourceSink13040,12541
3371,Truck38654,294,SourceSink12542,12757
3372,Truck38869,260,SourceSink12542,12800
3373,Truck39242,191,SourceSink12799,12656
3374,Truck39658,127,SourceSink12354,12355
3375,Truck40009,67,SourceSink12625,12657
3376,Truck40255,30,SourceSink13022,13034
3377,Truck37047,565,SourceSink12799,12800
3378,Truck37615,475,SourceSink13034,12354
3379,Truck38883,258,SourceSink11302,12799
3380,Truck39519,152,SourceSink12656,12750
3381,Truck36780,613,SourceSink13023,12657
3382,Truck38463,329,SourceSink12757,12624
3383,Truck39218,198,SourceSink13022,12800
3384,Truck40346,18,SourceSink13022,13023
3385,Truck37073,564,SourceSink12624,11302
3386,Truck37204,541,SourceSink12625,13012
3387,Truck38191,378,SourceSink12656,12800
3388,Truck39998,73,SourceSink13011,12871
3389,Truck40418,6,SourceSink13034,13040
3390,Truck37547,489,SourceSink10000,12253
3391,Truck37783,450,SourceSink10000,12799
3392,Truck37931,424,SourceSink13033,12254
3393,Truck38921,255,SourceSink11303,12870
3394,Truck35926,758,SourceSink12799,13012
3395,Truck37563,488,SourceSink13012,12624
3396,Truck38879,264,SourceSink12630,12254
