,road,id,model_type,name,lat,lon,length,condition
802,N1,LRP385a,bridge,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7,C
803,N1,LRP385ar,link,road403,21.38722316666665,92.0697083098039,234.3000000000232,-
804,N1,LRP385b,bridge,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7,B
805,N1,LRP385br,link,road404,21.385930153894,92.07011931696294,165.30000000000638,-
806,N1,LRP385c,bridge,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,2.9,C
807,N1,LRP385cr,link,road405,21.38466184315185,92.07058470249694,150.10000000002,-
808,N1,LRP385d,bridge,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,1.8,C
809,N1,LRP385dr,link,road406,21.38427440021925,92.07070270190916,68.19999999999318,-
810,N1,LRP385e,bridge,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8,B
811,N1,LRP385er,link,road407,21.382624352708753,92.0707603056086,142.1999999999818,-
812,N1,LRP385f,bridge,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8,B
813,N1,LRP385fr,link,road408,21.381361931391453,92.0707469771684,155.19999999998225,-
814,N1,LRP385g,bridge,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,1.7,A
