,VehicleID,Travel_Time
806,Truck24625,1070
807,Truck24819,1000
808,Truck27130,175
809,Truck26204,506
810,Truck24658,1057
811,Truck25238,852
812,Truck26898,257
813,Truck25169,879
814,Truck26174,519
815,Truck26844,279
816,Truck24639,1070
817,Truck24833,1000
818,Truck25291,836
819,Truck25252,852
820,Truck26912,257
821,Truck25183,879
822,Truck26188,519
823,Truck24653,1070
824,Truck24847,1000
825,Truck27158,175
826,Truck25266,852
827,Truck26926,257
828,Truck25175,883
829,Truck25197,879
830,Truck26202,519
831,Truck26872,279
832,Truck24667,1070
833,Truck24861,1000
834,Truck25319,836
835,Truck25280,852
836,Truck25189,883
837,Truck26216,519
838,Truck24681,1070
839,Truck24875,1000
840,Truck27186,175
841,Truck25333,836
842,Truck26260,506
843,Truck24714,1057
844,Truck25294,852
845,Truck26954,257
846,Truck26956,257
847,Truck25203,883
848,Truck26230,519
849,Truck26900,279
850,Truck24695,1070
851,Truck24889,1000
852,Truck27200,175
853,Truck24728,1057
854,Truck25308,852
855,Truck26970,257
856,Truck26244,519
857,Truck26914,279
858,Truck24709,1070
859,Truck24742,1057
860,Truck25322,852
861,Truck26984,257
862,Truck25253,879
863,Truck26258,519
864,Truck26928,279
865,Truck24547,1130
866,Truck24723,1070
867,Truck27228,175
868,Truck25336,852
869,Truck25245,883
870,Truck25267,879
871,Truck26272,519
872,Truck26942,279
873,Truck24737,1070
874,Truck24931,1000
875,Truck24770,1057
876,Truck25350,852
877,Truck27010,257
878,Truck25259,883
879,Truck26286,519
880,Truck24751,1070
881,Truck26300,519
882,Truck24765,1070
883,Truck24959,1000
884,Truck27270,175
885,Truck24798,1057
886,Truck25378,852
887,Truck27040,257
888,Truck25287,883
889,Truck25309,879
890,Truck26314,519
891,Truck24779,1070
892,Truck27284,175
893,Truck25392,852
894,Truck27052,257
895,Truck27054,257
896,Truck25301,883
897,Truck26328,519
898,Truck26998,279
899,Truck24793,1070
900,Truck24987,1000
901,Truck27298,175
902,Truck27066,257
903,Truck27068,257
904,Truck25315,883
905,Truck26342,519
906,Truck27012,279
907,Truck24807,1070
908,Truck25001,1000
909,Truck27312,175
910,Truck25459,836
911,Truck25420,852
912,Truck27080,257
913,Truck27082,257
914,Truck25351,879
915,Truck27026,279
916,Truck24821,1070
917,Truck25015,1000
918,Truck27326,175
919,Truck26400,506
920,Truck24854,1057
921,Truck25434,852
922,Truck27094,257
923,Truck27096,257
924,Truck25343,883
925,Truck26370,519
926,Truck24835,1070
927,Truck25029,1000
928,Truck25448,852
929,Truck27108,257
930,Truck25357,883
931,Truck25379,879
932,Truck26384,519
933,Truck24849,1070
934,Truck26428,506
935,Truck25462,852
936,Truck27124,257
937,Truck25393,879
938,Truck26398,519
939,Truck24863,1070
940,Truck25057,1000
941,Truck27368,175
942,Truck25515,836
943,Truck26442,506
944,Truck25476,852
945,Truck27136,257
946,Truck25385,883
947,Truck25407,879
948,Truck26412,519
949,Truck24877,1070
950,Truck27382,175
951,Truck25490,852
952,Truck27152,257
953,Truck25399,883
954,Truck25421,879
955,Truck26426,519
956,Truck24891,1070
957,Truck27396,175
958,Truck25543,836
959,Truck27164,257
960,Truck27166,257
961,Truck26440,519
962,Truck27110,279
963,Truck24905,1070
964,Truck27410,175
965,Truck24938,1057
966,Truck25518,852
967,Truck26454,519
968,Truck24743,1130
969,Truck24919,1070
970,Truck25113,1000
971,Truck25571,836
972,Truck25532,852
973,Truck25441,883
974,Truck26468,519
975,Truck27138,279
976,Truck24933,1070
977,Truck25127,1000
978,Truck27438,175
979,Truck25585,836
980,Truck27206,257
981,Truck25455,883
982,Truck25477,879
983,Truck24947,1070
984,Truck27452,175
985,Truck25599,836
986,Truck25560,852
987,Truck27222,257
988,Truck25469,883
989,Truck26496,519
990,Truck24961,1070
991,Truck25155,1000
992,Truck27466,175
993,Truck27234,257
994,Truck27236,257
995,Truck25483,883
996,Truck26510,519
997,Truck27180,279
998,Truck24975,1070
999,Truck25008,1057
1000,Truck25588,852
1001,Truck27248,257
1002,Truck25519,879
1003,Truck26524,519
1004,Truck27194,279
1005,Truck24989,1070
1006,Truck25022,1057
1007,Truck25602,852
1008,Truck27262,257
1009,Truck26538,519
1010,Truck27208,279
1011,Truck25003,1070
1012,Truck27508,175
1013,Truck26582,506
1014,Truck25036,1057
1015,Truck25616,852
1016,Truck26552,519
1017,Truck24841,1130
1018,Truck25017,1070
1019,Truck25211,1000
1020,Truck27522,175
1021,Truck25050,1057
1022,Truck25630,852
1023,Truck27290,257
1024,Truck27292,257
1025,Truck25539,883
1026,Truck26566,519
1027,Truck25031,1070
1028,Truck25225,1000
1029,Truck25683,836
1030,Truck25644,852
1031,Truck27306,257
1032,Truck25553,883
1033,Truck27250,279
1034,Truck25045,1070
1035,Truck25239,1000
1036,Truck25697,836
1037,Truck25078,1057
1038,Truck25658,852
1039,Truck25567,883
1040,Truck26594,519
1041,Truck27264,279
1042,Truck25059,1070
1043,Truck27564,175
1044,Truck25711,836
1045,Truck25672,852
1046,Truck27334,257
1047,Truck25581,883
1048,Truck25603,879
1049,Truck26608,519
1050,Truck27278,279
1051,Truck25073,1070
1052,Truck26652,506
1053,Truck25106,1057
1054,Truck25686,852
1055,Truck27348,257
1056,Truck25595,883
1057,Truck26622,519
1058,Truck25087,1070
1059,Truck25281,1000
1060,Truck27592,175
1061,Truck25700,852
1062,Truck27360,257
1063,Truck27362,257
1064,Truck26636,519
1065,Truck25101,1070
1066,Truck25295,1000
1067,Truck27606,175
1068,Truck25714,852
1069,Truck27376,257
1070,Truck25623,883
1071,Truck26650,519
1072,Truck27320,279
1073,Truck25115,1070
1074,Truck25148,1057
1075,Truck25728,852
1076,Truck27390,257
1077,Truck26664,519
1078,Truck24953,1130
1079,Truck25129,1070
1080,Truck25323,1000
1081,Truck27402,257
1082,Truck27404,257
1083,Truck25651,883
1084,Truck25673,879
1085,Truck26678,519
1086,Truck25143,1070
1087,Truck25337,1000
1088,Truck27648,175
1089,Truck25756,852
1090,Truck27416,257
1091,Truck27418,257
1092,Truck25665,883
1093,Truck26692,519
1094,Truck25157,1070
1095,Truck27662,175
1096,Truck26736,506
1097,Truck25190,1057
1098,Truck25770,852
1099,Truck25679,883
1100,Truck26706,519
1101,Truck25171,1070
1102,Truck25365,1000
1103,Truck25784,852
1104,Truck27446,257
1105,Truck25715,879
1106,Truck26720,519
1107,Truck25185,1070
1108,Truck27690,175
1109,Truck25798,852
1110,Truck27458,257
1111,Truck25707,883
1112,Truck26734,519
1113,Truck25199,1070
1114,Truck25232,1057
1115,Truck25812,852
1116,Truck27472,257
1117,Truck25721,883
1118,Truck25743,879
1119,Truck26748,519
1120,Truck25213,1070
1121,Truck25865,836
1122,Truck26792,506
1123,Truck25246,1057
1124,Truck25826,852
1125,Truck27486,257
1126,Truck25735,883
1127,Truck25757,879
1128,Truck26762,519
1129,Truck27432,279
1130,Truck25227,1070
1131,Truck27732,175
1132,Truck25879,836
1133,Truck26806,506
1134,Truck25260,1057
1135,Truck25840,852
1136,Truck27500,257
1137,Truck26776,519
0,Truck28236,159
1,Truck28250,159
2,Truck28320,159
3,Truck28376,159
4,Truck28390,159
5,Truck28228,218
6,Truck28242,218
7,Truck28432,159
8,Truck28446,159
9,Truck28284,218
10,Truck28460,159
11,Truck28230,241
12,Truck28298,218
13,Truck28474,159
14,Truck28244,240
15,Truck28312,218
16,Truck28488,159
17,Truck28258,240
18,Truck28326,218
19,Truck28502,159
20,Truck28272,240
21,Truck28340,218
22,Truck28286,241
23,Truck28354,218
24,Truck28530,159
25,Truck28300,241
26,Truck28368,218
27,Truck28544,159
28,Truck28314,240
29,Truck28382,218
30,Truck28328,240
31,Truck28572,159
32,Truck28342,240
33,Truck28410,218
34,Truck28586,159
35,Truck28356,241
36,Truck28424,218
37,Truck28600,159
38,Truck28370,240
39,Truck28438,218
40,Truck28614,159
41,Truck28384,241
42,Truck28452,218
43,Truck28628,159
44,Truck28398,241
45,Truck28642,159
46,Truck28412,241
47,Truck28480,218
48,Truck28656,159
49,Truck28426,240
50,Truck28494,218
51,Truck28440,241
52,Truck28508,218
53,Truck28684,159
54,Truck28454,240
55,Truck28522,218
56,Truck28698,159
57,Truck28468,241
58,Truck28536,218
59,Truck28712,159
60,Truck28482,240
61,Truck28496,240
62,Truck28564,218
63,Truck28510,241
64,Truck28524,241
65,Truck28592,218
66,Truck28768,159
67,Truck28538,241
68,Truck28606,218
69,Truck28552,241
70,Truck28796,159
71,Truck28566,241
72,Truck28810,159
73,Truck28580,240
74,Truck28648,218
75,Truck28824,159
76,Truck28594,240
77,Truck28662,218
78,Truck28838,159
79,Truck28608,240
80,Truck28852,159
81,Truck28622,240
82,Truck28690,218
83,Truck28866,159
84,Truck28636,241
85,Truck28880,159
86,Truck28650,241
87,Truck28718,218
88,Truck28894,159
89,Truck28664,240
90,Truck28732,218
91,Truck28678,241
92,Truck28692,241
93,Truck28936,159
94,Truck28706,240
95,Truck28774,218
96,Truck28720,241
97,Truck28788,218
98,Truck28734,240
99,Truck28748,240
100,Truck28816,218
101,Truck28762,240
102,Truck28830,218
103,Truck29006,159
104,Truck28776,241
105,Truck28790,240
106,Truck29034,159
107,Truck28804,241
108,Truck28872,218
109,Truck28818,241
110,Truck28886,218
111,Truck29062,159
112,Truck28832,240
113,Truck28900,218
114,Truck29076,159
115,Truck28846,240
116,Truck28860,241
117,Truck28928,218
118,Truck29104,159
119,Truck28874,240
120,Truck28942,218
121,Truck29118,159
122,Truck28888,240
123,Truck28902,241
124,Truck28970,218
125,Truck29146,159
126,Truck28916,241
127,Truck28984,218
128,Truck28930,240
129,Truck28998,218
130,Truck29174,159
131,Truck28944,241
132,Truck29012,218
133,Truck28958,241
134,Truck29202,159
135,Truck28972,240
136,Truck29040,218
137,Truck29216,159
138,Truck28986,240
139,Truck29230,159
140,Truck29000,241
141,Truck29244,159
142,Truck29014,241
143,Truck29258,159
144,Truck29028,240
145,Truck29096,218
146,Truck29042,240
147,Truck29286,159
148,Truck29056,240
149,Truck29300,159
150,Truck29070,241
151,Truck29138,218
152,Truck29314,159
153,Truck29084,241
154,Truck29152,218
155,Truck29328,159
156,Truck29098,240
157,Truck29166,218
158,Truck29112,240
159,Truck29180,218
160,Truck29356,159
161,Truck29126,240
162,Truck29194,218
163,Truck29370,159
164,Truck29140,240
165,Truck29208,218
166,Truck29384,159
167,Truck29154,240
168,Truck29398,159
169,Truck29168,240
170,Truck29236,218
171,Truck29412,159
172,Truck29182,241
173,Truck29250,218
174,Truck29196,241
175,Truck29440,159
176,Truck29210,240
177,Truck29278,218
178,Truck29224,240
179,Truck28232,597
180,Truck29468,159
181,Truck29238,240
182,Truck29252,240
183,Truck29320,218
184,Truck29266,241
185,Truck28274,597
186,Truck29510,159
187,Truck29280,241
188,Truck29348,218
189,Truck29294,240
190,Truck28302,597
191,Truck29538,159
192,Truck29308,240
193,Truck28316,597
194,Truck29376,218
195,Truck28360,584
196,Truck29552,159
197,Truck29322,240
198,Truck28330,597
199,Truck29566,159
200,Truck29336,240
201,Truck28344,597
202,Truck29404,218
203,Truck29580,159
204,Truck29350,240
205,Truck28358,597
206,Truck29418,218
207,Truck29594,159
208,Truck29364,240
209,Truck28416,584
210,Truck29608,159
211,Truck29378,240
212,Truck28386,597
213,Truck29392,241
214,Truck28400,597
215,Truck29636,159
216,Truck29406,240
217,Truck29474,218
218,Truck29650,159
219,Truck29420,241
220,Truck28428,597
221,Truck29434,240
222,Truck28442,597
223,Truck29502,218
224,Truck29678,159
225,Truck29448,240
226,Truck28456,597
227,Truck29516,218
